日期,时间,前收,高,低,价格,开,成交量,成交额,成交笔数
2019/7/12,2019/7/12,2887.83 ,2912.90 ,2878.20 ,2902.13 ,2883.09 ,2145421000.00 ,36102862000.00 ,0.00 
2019/7/15,2019/7/15,2902.13 ,2920.16 ,2850.10 ,2902.61 ,2885.98 ,2819610600.00 ,45518424600.00 ,0.00 
2019/7/16,2019/7/16,2902.61 ,2905.11 ,2881.40 ,2884.56 ,2900.05 ,1741151700.00 ,29622629400.00 ,0.00 
2019/7/17,2019/7/17,2884.56 ,2892.34 ,2866.47 ,2875.03 ,2877.49 ,1809983000.00 ,29234605300.00 ,0.00 
2019/7/18,2019/7/18,2875.03 ,2872.24 ,2859.07 ,2859.16 ,2869.73 ,1954208600.00 ,30766133200.00 ,0.00 
2019/7/19,2019/7/19,2859.16 ,2906.55 ,2875.90 ,2895.62 ,2875.96 ,2245108900.00 ,36954836800.00 ,0.00 
2019/7/22,2019/7/22,2895.62 ,2905.35 ,2872.53 ,2881.90 ,2897.79 ,2360318400.00 ,33459223700.00 ,0.00 
2019/7/23,2019/7/23,2881.90 ,2889.39 ,2871.51 ,2881.10 ,2885.70 ,2044874800.00 ,29522996000.00 ,0.00 
2019/7/24,2019/7/24,2881.10 ,2923.40 ,2894.59 ,2906.55 ,2894.94 ,2601987100.00 ,40437283300.00 ,0.00 
2019/7/25,2019/7/25,2906.55 ,2931.18 ,2903.31 ,2931.18 ,2911.01 ,2293311300.00 ,34994770100.00 ,0.00 
2019/7/26,2019/7/26,2931.18 ,2943.07 ,2918.01 ,2939.35 ,2918.11 ,2352186400.00 ,33015285700.00 ,0.00 
2019/7/29,2019/7/29,2939.35 ,2938.73 ,2922.68 ,2930.49 ,2936.64 ,2237200500.00 ,31238966100.00 ,0.00 
2019/7/30,2019/7/30,2930.49 ,2958.30 ,2938.90 ,2944.03 ,2939.14 ,2269698000.00 ,34400992700.00 ,0.00 
2019/7/31,2019/7/31,2944.03 ,2932.65 ,2906.71 ,2912.66 ,2931.85 ,2388803400.00 ,36069124700.00 ,0.00 
2019/8/1,2019/8/1,2912.66 ,2909.47 ,2880.30 ,2887.87 ,2901.15 ,2427168300.00 ,34658797600.00 ,0.00 
2019/8/2,2019/8/2,2887.87 ,2852.12 ,2831.66 ,2843.77 ,2837.37 ,2994396800.00 ,42769404900.00 ,0.00 
2019/8/5,2019/8/5,2843.77 ,2828.48 ,2785.90 ,2786.72 ,2823.35 ,2835097600.00 ,40869467500.00 ,0.00 
2019/8/6,2019/8/6,2786.72 ,2771.79 ,2718.21 ,2760.68 ,2736.68 ,3694169100.00 ,55246285300.00 ,0.00 
2019/8/7,2019/8/7,2760.68 ,2773.94 ,2747.25 ,2747.25 ,2771.24 ,2458846400.00 ,35131933900.00 ,0.00 
2019/8/8,2019/8/8,2747.25 ,2790.14 ,2768.71 ,2786.87 ,2771.45 ,2940696000.00 ,38752525700.00 ,0.00 
2019/8/9,2019/8/9,2786.87 ,2802.81 ,2767.14 ,2772.15 ,2800.44 ,2538096600.00 ,34104733900.00 ,0.00 
2019/8/12,2019/8/12,2772.15 ,2825.09 ,2782.77 ,2824.80 ,2787.44 ,2213699700.00 ,38630482200.00 ,0.00 
2019/8/13,2019/8/13,2824.80 ,2812.49 ,2787.12 ,2792.91 ,2807.96 ,2146403400.00 ,31203938400.00 ,0.00 
2019/8/14,2019/8/14,2792.91 ,2831.34 ,2803.86 ,2804.36 ,2827.04 ,2610822100.00 ,39001289700.00 ,0.00 
2019/8/15,2019/8/15,2804.36 ,2815.15 ,2756.38 ,2814.39 ,2758.74 ,2528467500.00 ,35967053700.00 ,0.00 
2019/8/16,2019/8/16,2814.39 ,2846.26 ,2805.81 ,2824.23 ,2817.27 ,2414732800.00 ,40454103100.00 ,0.00 
2019/8/19,2019/8/19,2824.23 ,2877.47 ,2823.87 ,2877.23 ,2839.25 ,4191116700.00 ,60087435500.00 ,0.00 
2019/8/20,2019/8/20,2877.23 ,2883.55 ,2864.71 ,2875.65 ,2869.16 ,2981758300.00 ,41610605900.00 ,0.00 
2019/8/21,2019/8/21,2875.65 ,2875.01 ,2864.81 ,2869.22 ,2868.63 ,2163744400.00 ,31697839300.00 ,0.00 
2019/8/22,2019/8/22,2869.22 ,2881.06 ,2862.44 ,2878.00 ,2878.73 ,2049305700.00 ,31209995900.00 ,0.00 
2019/8/23,2019/8/23,2878.00 ,2923.93 ,2876.02 ,2917.38 ,2880.57 ,2413805700.00 ,45464081900.00 ,0.00 
2019/8/26,2019/8/26,2917.38 ,2882.45 ,2854.51 ,2863.48 ,2869.46 ,2643657800.00 ,46412408300.00 ,0.00 
2019/8/27,2019/8/27,2863.48 ,2915.84 ,2881.00 ,2887.24 ,2883.42 ,3574136800.00 ,57183305400.00 ,0.00 
2019/8/28,2019/8/28,2887.24 ,2887.85 ,2860.71 ,2867.03 ,2883.35 ,2361076500.00 ,41588186500.00 ,0.00 
2019/8/29,2019/8/29,2867.03 ,2871.63 ,2843.28 ,2855.45 ,2867.77 ,2238667000.00 ,37475570800.00 ,0.00 
2019/8/30,2019/8/30,2855.45 ,2886.35 ,2856.03 ,2872.40 ,2878.21 ,2592297500.00 ,43825498600.00 ,0.00 
2019/9/2,2019/9/2,2872.40 ,2902.41 ,2866.75 ,2894.96 ,2871.29 ,2975321400.00 ,45888749800.00 ,0.00 
2019/9/3,2019/9/3,2894.96 ,2900.76 ,2878.10 ,2892.18 ,2897.29 ,2590498200.00 ,39972053300.00 ,0.00 
2019/9/4,2019/9/4,2892.18 ,2919.68 ,2887.59 ,2919.68 ,2888.97 ,3764714400.00 ,53644453600.00 ,0.00 
2019/9/5,2019/9/5,2919.68 ,2988.21 ,2938.14 ,2955.84 ,2938.14 ,5285227200.00 ,79279041900.00 ,0.00 
2019/9/6,2019/9/6,2955.84 ,2981.24 ,2955.82 ,2981.07 ,2974.80 ,3146536700.00 ,49253544100.00 ,0.00 
2019/9/9,2019/9/9,2981.07 ,3008.67 ,2974.23 ,2981.59 ,3004.80 ,3869579800.00 ,60012229400.00 ,0.00 
2019/9/10,2019/9/10,2981.59 ,2988.06 ,2958.31 ,2969.80 ,2987.51 ,3603467800.00 ,51347965800.00 ,0.00 
2019/9/11,2019/9/11,2969.80 ,2980.66 ,2946.57 ,2957.14 ,2978.97 ,3519933500.00 ,57420856000.00 ,0.00 
2019/9/12,2019/9/12,2957.14 ,3001.23 ,2963.45 ,2999.56 ,2970.01 ,3182441000.00 ,52267977300.00 ,0.00 
2019/9/16,2019/9/16,2999.56 ,3004.88 ,2972.58 ,2982.45 ,3003.65 ,3253393900.00 ,48002497900.00 ,0.00 
2019/9/17,2019/9/17,2982.45 ,2974.01 ,2929.31 ,2937.01 ,2974.01 ,3072249500.00 ,45651979100.00 ,0.00 
2019/9/18,2019/9/18,2937.01 ,2967.86 ,2947.68 ,2954.36 ,2947.97 ,2335392300.00 ,41683898300.00 ,0.00 
2019/9/19,2019/9/19,2954.36 ,2965.11 ,2941.66 ,2956.83 ,2965.03 ,2094280900.00 ,34846676600.00 ,0.00 
2019/9/20,2019/9/20,2956.83 ,2970.72 ,2956.92 ,2963.43 ,2964.92 ,3023002800.00 ,47729266700.00 ,0.00 
2019/9/23,2019/9/23,2963.43 ,2955.26 ,2916.43 ,2930.91 ,2955.26 ,2378264600.00 ,39232461700.00 ,0.00 
2019/9/24,2019/9/24,2930.91 ,2956.29 ,2929.60 ,2940.08 ,2936.95 ,2273229600.00 ,40266780200.00 ,0.00 
2019/9/25,2019/9/25,2940.08 ,2942.00 ,2923.15 ,2928.84 ,2930.14 ,2252651200.00 ,35894449600.00 ,0.00 
2019/9/26,2019/9/26,2928.84 ,2952.87 ,2926.54 ,2927.88 ,2939.68 ,3146691800.00 ,44815324800.00 ,0.00 
2019/9/27,2019/9/27,2927.88 ,2934.33 ,2916.07 ,2929.47 ,2929.32 ,2301456100.00 ,32422355400.00 ,0.00 
2019/9/30,2019/9/30,2929.47 ,2933.51 ,2897.68 ,2897.70 ,2917.07 ,1923302100.00 ,30265813200.00 ,0.00 
2019/10/8,2019/10/8,2897.70 ,2938.87 ,2898.53 ,2922.35 ,2898.53 ,2496138800.00 ,39074499500.00 ,0.00 
2019/10/9,2019/10/9,2922.35 ,2931.64 ,2896.26 ,2922.98 ,2908.17 ,2613601800.00 ,40412670500.00 ,0.00 
2019/10/10,2019/10/10,2922.98 ,2944.02 ,2910.35 ,2940.80 ,2917.82 ,2199613300.00 ,35842652300.00 ,0.00 
2019/10/11,2019/10/11,2940.80 ,2989.75 ,2945.01 ,2983.12 ,2952.47 ,3117712300.00 ,48168621400.00 ,0.00 
2019/10/14,2019/10/14,2983.12 ,3040.50 ,2997.66 ,3013.53 ,3007.36 ,4254331500.00 ,56735171900.00 ,0.00 
2019/10/15,2019/10/15,3013.53 ,3019.29 ,3005.87 ,3015.42 ,3018.86 ,2544608300.00 ,37222300700.00 ,0.00 
2019/10/16,2019/10/16,3015.42 ,3043.45 ,2999.38 ,3004.72 ,3015.17 ,2625636700.00 ,42282388100.00 ,0.00 
2019/10/17,2019/10/17,3004.72 ,3018.65 ,2997.84 ,3011.75 ,3009.69 ,1893610700.00 ,31585237300.00 ,0.00 
2019/10/18,2019/10/18,3011.75 ,3027.61 ,2961.13 ,2963.18 ,3020.01 ,2463127100.00 ,37356080200.00 ,0.00 
2019/10/21,2019/10/21,2963.18 ,2973.79 ,2950.30 ,2968.91 ,2957.97 ,2422354300.00 ,36733975200.00 ,0.00 
2019/10/22,2019/10/22,2968.91 ,2983.84 ,2956.90 ,2973.22 ,2983.84 ,2100126200.00 ,29912296600.00 ,0.00 
2019/10/23,2019/10/23,2973.22 ,2977.68 ,2945.84 ,2954.31 ,2969.98 ,2263301200.00 ,30608315000.00 ,0.00 
2019/10/24,2019/10/24,2954.31 ,2976.37 ,2945.68 ,2959.03 ,2963.34 ,2448273900.00 ,34206450500.00 ,0.00 
2019/10/25,2019/10/25,2959.03 ,2970.54 ,2935.06 ,2967.05 ,2955.51 ,2452258300.00 ,43830273300.00 ,0.00 
2019/10/28,2019/10/28,2967.05 ,2984.94 ,2962.40 ,2981.36 ,2967.63 ,2849021300.00 ,42480534000.00 ,0.00 
2019/10/29,2019/10/29,2981.36 ,2984.35 ,2968.21 ,2968.28 ,2982.45 ,2180299300.00 ,34000117600.00 ,0.00 
2019/10/30,2019/10/30,2968.28 ,2971.90 ,2946.97 ,2952.12 ,2966.76 ,2182011500.00 ,33653353500.00 ,0.00 
2019/10/31,2019/10/31,2952.12 ,2966.59 ,2948.33 ,2954.73 ,2964.91 ,2627764700.00 ,42158765500.00 ,0.00 
2019/11/1,2019/11/1,2954.73 ,3005.18 ,2947.60 ,3002.65 ,2953.74 ,2887993900.00 ,46727802400.00 ,0.00 
2019/11/4,2019/11/4,3002.65 ,3025.64 ,3011.20 ,3022.27 ,3012.94 ,3090697200.00 ,47783955200.00 ,0.00 
2019/11/5,2019/11/5,3022.27 ,3065.93 ,3015.80 ,3039.98 ,3024.87 ,3835986200.00 ,55760630400.00 ,0.00 
2019/11/6,2019/11/6,3039.98 ,3045.46 ,3024.75 ,3032.79 ,3041.42 ,2917481600.00 ,40808898000.00 ,0.00 
2019/11/7,2019/11/7,3032.79 ,3044.72 ,3021.69 ,3033.30 ,3034.16 ,2331794600.00 ,34760202700.00 ,0.00 
2019/11/8,2019/11/8,3033.30 ,3055.60 ,3011.37 ,3012.46 ,3052.69 ,2829701200.00 ,41316357500.00 ,0.00 
2019/11/11,2019/11/11,3012.46 ,2995.14 ,2962.68 ,2965.71 ,2995.14 ,2851182700.00 ,40134019700.00 ,0.00 
2019/11/12,2019/11/12,2965.71 ,2978.17 ,2954.78 ,2971.36 ,2973.00 ,2052769500.00 ,31297828200.00 ,0.00 
2019/11/13,2019/11/13,2971.36 ,2976.26 ,2955.10 ,2967.67 ,2967.62 ,2262181200.00 ,37211948900.00 ,0.00 
2019/11/14,2019/11/14,2967.67 ,2980.70 ,2964.92 ,2968.57 ,2975.48 ,2212354800.00 ,35768606300.00 ,0.00 
2019/11/15,2019/11/15,2968.57 ,2976.37 ,2953.76 ,2954.70 ,2972.48 ,2202956100.00 ,32519691000.00 ,0.00 
2019/11/18,2019/11/18,2954.70 ,2985.97 ,2949.47 ,2980.95 ,2954.78 ,2387630000.00 ,34685922000.00 ,0.00 
2019/11/19,2019/11/19,2980.95 ,3000.75 ,2973.57 ,3000.75 ,2973.57 ,2426587100.00 ,36274061700.00 ,0.00 
2019/11/20,2019/11/20,3000.75 ,2996.51 ,2962.71 ,2968.12 ,2991.42 ,2251169600.00 ,33591330100.00 ,0.00 
2019/11/21,2019/11/21,2968.12 ,2957.35 ,2940.15 ,2949.34 ,2957.07 ,2191445200.00 ,35263796800.00 ,0.00 
2019/11/22,2019/11/22,2949.34 ,2967.78 ,2913.18 ,2922.27 ,2952.77 ,2680202100.00 ,46004984000.00 ,0.00 
